output,driver,S1,S1_conf,ST,ST_conf,S2,S2_conf
gs(cap),VPD-CO2,,,,,0.0011202787032473338,0.0070589467701930204
gs(cap),VPD-Ps,,,,,0.015337048028509145,0.007425016227719288
gs(cap),CO2-Ps,,,,,0.0031641773060648026,0.00968359766985846
gs(mes),PPFD,-0.0019445648698780324,0.004387099485066417,0.2729130239132439,0.015320739490343677,,
gs(mes),Tair,0.003490067404355079,0.009366393338587586,0.9539896458232835,0.028518456249885114,,
gs(mes),VPD,0.0021685785238212928,0.003079515801695016,0.13191105364990946,0.010260208083531812,,
gs(mes),CO2,0.007902497071790155,0.009608945116415172,0.9374775729972976,0.025169915011866738,,
gs(mes),Ps,0.03915344797685174,0.010091353366084821,0.9792214619199989,0.025298876731564442,,
gs(mes),PPFD-Tair,,,,,0.0017975503707226242,0.006891847260733503
gs(mes),PPFD-VPD,,,,,0.004023881284084425,0.005350316860404488
gs(mes),PPFD-CO2,,,,,-0.0019130274336811902,0.007191329662109935
gs(mes),PPFD-Ps,,,,,0.00550812402230956,0.007874245711282778
gs(mes),Tair-VPD,,,,,-0.0016417949386815307,0.009132896564184345
gs(mes),Tair-CO2,,,,,0.005779351928575089,0.012623801888818629
gs(mes),Tair-Ps,,,,,0.017653206765118883,0.015513309968821417
gs(mes),VPD-CO2,,,,,-0.002984241690428183,0.0049072015317158406
gs(mes),VPD-Ps,,,,,-0.0007578563192833718,0.005242898660533542
gs(mes),CO2-Ps,,,,,-0.00664932747120784,0.015290901198494805
Ci(std1),PPFD,3.8837856482607434e-06,1.725729237365452e-05,4.274528840352453e-06,1.7985984875735492e-06,,
Ci(std1),Tair,0.013563132948580959,0.0017709556198742592,0.04291298372034052,0.0009446110443327084,,
Ci(std1),VPD,0.0218158851040714,0.0037691920821204686,0.10041672896857225,0.003294324609595285,,
Ci(std1),CO2,0.019570726523151023,0.003504511916967777,0.11350014709009909,0.003824479430913466,,
Ci(std1),Ps,0.7570029178134792,0.011927986157278482,0.9402185772184779,0.013941981004443186,,
Ci(std1),PPFD-Tair,,,,,-9.476809235383146e-06,2.4169968502444328e-05
Ci(std1),PPFD-VPD,,,,,-1.0841095828138109e-05,2.382810747123375e-05
Ci(std1),PPFD-CO2,,,,,-1.7323944752210135e-05,2.633804035030894e-05
Ci(std1),PPFD-Ps,,,,,2.9195581695562467e-06,3.060862343921295e-05
Ci(std1),Tair-VPD,,,,,0.00019229308031729758,0.0024193188190264592
Ci(std1),Tair-CO2,,,,,-2.5500691284097154e-05,0.002420833129524591
Ci(std1),Tair-Ps,,,,,0.026478308374843884,0.002247374818476504
Ci(std1),VPD-CO2,,,,,0.0035639781569324624,0.007666425753195897
Ci(std1),VPD-Ps,,,,,0.06612906806507401,0.010544861395625807
Ci(std1),CO2-Ps,,,,,0.08061459418338002,0.01024695617825975
Ci(tuz),PPFD,0.00401162055693203,0.0026630728820656686,0.08867361934116573,0.003383410684420171,,
Ci(tuz),Tair,0.004407829242192988,0.0024805137734212304,0.08885017679735141,0.0032820281508389604,,
Ci(tuz),VPD,0.0009096344935191075,0.002707291611011059,0.0735679098070169,0.002798748140066364,,
Ci(tuz),CO2,0.7092627007674008,0.009313528092212097,0.7885410081394431,0.007941245907187398,,
Ci(tuz),Ps,0.17042846585571483,0.006285351222262744,0.2793949583031414,0.0056088494720226145,,
Ci(tuz),PPFD-Tair,,,,,0.0034377506113123044,0.003941272589141758
Ci(tuz),PPFD-VPD,,,,,0.003716059336116894,0.004074357450754
Ci(tuz),PPFD-CO2,,,,,0.0039563619806848305,0.003909255458289305
Ci(tuz),PPFD-Ps,,,,,0.006910023606690879,0.004105188913718799
Ci(tuz),Tair-VPD,,,,,0.000883002436684013,0.004340646536542578
Ci(tuz),Tair-CO2,,,,,0.0019342395101856757,0.003844028721055383
Ci(tuz),Tair-Ps,,,,,0.0041812180766809814,0.004175814999244223
Ci(tuz),VPD-CO2,,,,,0.0005511410981589027,0.0040461761630091455
Ci(tuz),VPD-Ps,,,,,0.0010809133450556674,0.0037513617289538473
Ci(tuz),CO2-Ps,,,,,0.015369115711826392,0.010015290924158031
Ci(sox1),PPFD,0.015225098114630534,0.002363079950280036,0.03614148891258867,0.0013891858882790278,,
Ci(sox1),Tair,0.21323728201108688,0.005036426105866696,0.26086192749319315,0.003536867666001983,,
Ci(sox1),VPD,0.23728259098863208,0.006066728498454227,0.29223072295032076,0.004037367778260299,,
Ci(sox1),CO2,0.29290279178870504,0.005154837155972852,0.38317497273718837,0.005277939304415029,,
Ci(sox1),Ps,0.12327290137010088,0.003311557548994668,0.15865306750679603,0.0021989557882759296,,
Ci(sox1),PPFD-Tair,,,,,-0.0015946328903850282,0.020045812971246607
Ci(sox1),PPFD-VPD,,,,,-0.006011713963487264,0.012704976306519131
Ci(sox1),PPFD-CO2,,,,,0.0037084737759423003,0.003919971193160604
Ci(sox1),PPFD-Ps,,,,,-0.003220012629504984,0.008131770597478919
Ci(sox1),Tair-VPD,,,,,0.0034821146716397244,0.0072025497180241375
Ci(sox1),Tair-CO2,,,,,0.02338664462138146,0.007758732469578822
Ci(sox1),Tair-Ps,,,,,0.0023233753610503727,0.006887591341811303
Ci(sox1),VPD-CO2,,,,,0.03806324660404797,0.011574780900971493
Ci(sox1),VPD-Ps,,,,,0.006107466410892326,0.010056851985997884
Ci(sox1),CO2-Ps,,,,,0.018670647133113283,0.008350542496889895
