doy,hod,A(std1),E(std1),gs(std1),gb(std1),Ci(std1),Tleaf(std1),Pleaf(std1),Rublim(std1),Ps(std1)
201.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
201.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018099752089069132
202.0,6.0,2.0106719315496417,0.1310968313381048,0.019855402525023404,1000.0,25.440365914798043,6.316098299336116,-0.14318341019788253,False,-0.0018158292129122988
202.0,6.5,3.350962365711312,0.23031880740526567,0.032061818290452807,1000.0,24.92321831202756,7.543770901659019,-0.22800959213989386,True,-0.0018216985158170378
202.0,7.0,4.110084036513206,0.29735981902971415,0.038155298793099875,1000.0,24.413435790592295,8.741548493013449,-0.3128356116000394,True,-0.0018275831481161643
202.0,7.5,4.869380762949266,0.3701468055513218,0.04392830402781539,1000.0,23.91571031889507,9.900127901352375,-0.36938804042962775,True,-0.001833483140346607
202.0,8.0,5.110042761615933,0.40722493744861576,0.0448753652356291,1000.0,23.434767818691345,11.010499404699605,-0.3976669671385796,True,-0.0018393985230872208
202.0,8.5,5.269271081393848,0.4390970764691644,0.045128445027300644,1000.0,22.975125029513876,12.064024431681858,-0.4542192166103975,True,-0.0018453293269588265
202.0,9.0,5.397219552081875,0.46895455252455587,0.04516874057998943,1000.0,22.54113757591202,13.052507504389016,-0.48249802284968835,True,-0.0018512755826242363
202.0,9.5,5.495681983674163,0.4963103705500216,0.04503491490852365,1000.0,22.136913389056154,13.968259112910134,-0.5107767834096874,True,-0.001857237320788285
202.0,10.0,5.567219064754274,0.5207654281071066,0.04476624526837444,1000.0,21.766259429288628,14.804155468819589,-0.5107822200051906,True,-0.001863214572197864
202.0,10.5,5.615268520422088,0.5420499658633682,0.04440367596849014,1000.0,21.432641126505377,15.553694038121055,-0.5390609187037958,True,-0.0018692073676419532
202.0,11.0,5.643976745339111,0.5600355898520478,0.04398881969770947,1000.0,21.139150345260884,16.21104421662951,-0.5673395711828538,True,-0.001875215737951657
202.0,11.5,5.657896630024074,0.5747247212931568,0.043562222964762316,1000.0,20.88848121059676,16.77109274757215,-0.5673449897341739,True,-0.0018812397140002177
202.0,12.0,5.661623029339365,0.586222010980565,0.0431614257257178,1000.0,20.68291277822963,17.22948352887427,-0.5956235795018212,True,-0.0018872793267030745
202.0,12.5,5.6594160608669135,0.5946934039182463,0.0428190960558286,1000.0,20.524297321781763,17.582651505283124,-0.5956289957827059,True,-0.0018933346070178748
202.0,13.0,5.654850544770434,0.600319731949816,0.04256139727022765,1000.0,20.414052943113273,17.827850388511145,-0.5956344261055649,True,-0.0018994055859445124
202.0,13.5,5.650518610071438,0.6032519716330211,0.04240665739177714,1000.0,20.353159278359072,17.96317399699158,-0.5956398704981647,True,-0.0019054922945251549
202.0,14.0,5.647800737721965,0.6035744312188335,0.04236433958586629,1000.0,20.342155252402478,17.987571055690978,-0.5956453289883095,True,-0.0019115947638442923
